Content,Average view duration,Likes,Subscribers gained,Shares,Comments added,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
Total,0:07:09,3421,639,346,410,60685,7246.4083,578,696959,5.58
